"class","dialogue"
"직장 대화","월요일 7시 전에 장애 리포트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 메일함에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","목요일 9시 전에 테스트 케이스 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 메일함에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","토요일 3시쯤 호수 근처 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 메모해뒀어"
"직장 대화","일요일 11시 전에 업데이트 계획 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 메일함에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","수요일 3시 전에 업데이트 계획 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
위키에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","토요일 5시 전에 릴리즈 노트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
위키에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","월요일 9시 반쯤 동네 산책로 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 사진 찍어둘게"
"직장 대화","화요일 9시 반 전에 릴리즈 노트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 드라이브에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","금요일 7시 전에 장애 리포트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 드라이브에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","일요일 8시 반쯤 작은 공원 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 사진 찍어둘게"
"직장 대화","월요일 9시 전에 테스트 케이스 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
프로젝트 보드에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","목요일 11시 전에 테스트 케이스 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
프로젝트 보드에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","일요일 3시 전에 업데이트 계획 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
프로젝트 보드에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","화요일 12시 반쯤 버스 정류장 옆 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 메모해뒀어"
"직장 대화","수요일 5시 전에 업데이트 계획 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 메일함에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","토요일 9시 반 전에 릴리즈 노트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 메일함에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","월요일 5시쯤 동네 산책로 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 메모해뒀어"
"직장 대화","화요일 7시 전에 장애 리포트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
위키에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","금요일 9시 전에 장애 리포트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
위키에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","월요일 11시 전에 테스트 케이스 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 드라이브에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","수요일 7시쯤 호수 근처 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 사진 찍어둘게"
"직장 대화","일요일 5시 전에 업데이트 계획 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 드라이브에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","화요일 9시쯤 버스 정류장 옆 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 사진 찍어둘게"
"직장 대화","수요일 9시 반 전에 릴리즈 노트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
프로젝트 보드에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","토요일 7시 전에 릴리즈 노트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
프로젝트 보드에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","화요일 9시 전에 장애 리포트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 메일함에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","목요일 3시쯤 작은 공원 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 메모해뒀어"
"직장 대화","월요일 3시 전에 테스트 케이스 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
위키에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","수요일 6시 반쯤 호수 근처 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 메모해뒀어"
"직장 대화","목요일 5시 전에 업데이트 계획 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
위키에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","일요일 9시 반 전에 업데이트 계획 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
위키에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","수요일 7시 전에 릴리즈 노트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 드라이브에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","금요일 8시 반쯤 동네 산책로 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 사진 찍어둘게"
"직장 대화","화요일 11시 전에 장애 리포트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
프로젝트 보드에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","목요일 11시쯤 작은 공원 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 사진 찍어둘게"
"직장 대화","금요일 3시 전에 테스트 케이스 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
프로젝트 보드에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","월요일 5시 전에 테스트 케이스 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 메일함에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"직장 대화","목요일 9시 반 전에 업데이트 계획 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
공용 메일함에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","토요일 5시쯤 버스 정류장 옆 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 메모해뒀어"
"직장 대화","수요일 9시 전에 릴리즈 노트 초안 만들어둘게.
검토 포인트는 뭘로 잡을까?
가독성이랑 정확성 위주로 보자.
위키에 올려두면 될까?
응, 히스토리 남는 데가 좋아.
그럼 변경 이력도 같이 적어둘게.
고마워. 회의 때 참고하자.
알겠어.
조용히 쉬는 게 좋겠다.
그럼 내일 이야기 이어가자."
"일상 대화","금요일 9시 반쯤 동네 산책로 걸었어.
사람은 많았어?
생각보다 한산했어.
바람이 시원해서 좋더라.
노을이 예뻤겠다.
응, 잠깐 멈춰서 봤어.
그 순간만큼은 마음이 조용했어.
사진은 안 찍었어?
찍었지. 나중에 보여줄게.
좋아, 메모해뒀어"
